Date,Park_Name,Is_Weekend,Is_Holiday,Ticket_Price,Base_Visitors,Max_Temp,Avg_Temp,Rainfall,Adjusted_Visitors,Adjusted_Revenue,rowid
2/11/21,Magic Kingdom,0,0,109,60212,84,73,0.01,48772,5316117,6823
2/11/21,Hollywood Studios,0,0,102,31215,84,73,0.01,25284,2578983,6824
2/11/21,Animal Kingdom,0,0,102,30352,84,73,0.01,24585,2507682,6825
2/11/21,Epcot,0,0,102,25268,84,73,0.01,20467,2087642,6826
2/11/21,Universal Studios,0,0,115,37963,84,73,0.01,30750,3536253,6827
2/11/21,Islands of Adventure,0,0,115,28670,84,73,0.01,23223,2670611,6828
2/12/21,Magic Kingdom,0,0,109,63877,83,72,0.0,57489,6266334,6829
2/12/21,Hollywood Studios,0,0,102,33232,83,72,0.0,29909,3050698,6830
2/12/21,Animal Kingdom,0,0,102,28379,83,72,0.0,25541,2605192,6831
2/12/21,Epcot,0,0,102,28399,83,72,0.0,25559,2607028,6832
2/12/21,Universal Studios,0,0,115,35590,83,72,0.0,32031,3683565,6833
2/12/21,Islands of Adventure,0,0,115,30127,83,72,0.0,27114,3118145,6834
2/13/21,Magic Kingdom,1,0,109,80999,81,73,0.6,58319,6356802,6835
2/13/21,Hollywood Studios,1,0,102,40276,81,73,0.6,28999,2957869,6836
2/13/21,Animal Kingdom,1,0,102,32175,81,73,0.6,23166,2362932,6837
2/13/21,Epcot,1,0,102,42706,81,73,0.6,30748,3136329,6838
2/13/21,Universal Studios,1,0,115,48259,81,73,0.6,34746,3995845,6839
2/13/21,Islands of Adventure,1,0,115,41365,81,73,0.6,29783,3425022,6840
2/14/21,Magic Kingdom,1,0,109,77261,87,74,1.08,55628,6063443,6841
2/14/21,Hollywood Studios,1,0,102,42205,87,74,1.08,30388,3099535,6842
2/14/21,Animal Kingdom,1,0,102,34395,87,74,1.08,24764,2525969,6843
2/14/21,Epcot,1,0,102,42146,87,74,1.08,30345,3095202,6844
2/14/21,Universal Studios,1,0,115,46272,87,74,1.08,33316,3831322,6845
2/14/21,Islands of Adventure,1,0,115,39362,87,74,1.08,28341,3259174,6846
2/15/21,Magic Kingdom,0,1,129,77550,87,74,0.0,69795,9003555,6847
2/15/21,Hollywood Studios,0,1,122,38773,87,74,0.0,34896,4257275,6848
2/15/21,Animal Kingdom,0,1,122,30865,87,74,0.0,27779,3388977,6849
2/15/21,Epcot,0,1,122,41079,87,74,0.0,36971,4510474,6850
2/15/21,Universal Studios,0,1,124,49072,87,74,0.0,44165,5476435,6851
2/15/21,Islands of Adventure,0,1,124,44367,87,74,0.0,39930,4951357,6852
2/16/21,Magic Kingdom,0,0,109,61023,76,71,0.35,49429,5387721,6853
2/16/21,Hollywood Studios,0,0,102,33014,76,71,0.35,26741,2727617,6854
2/16/21,Animal Kingdom,0,0,102,27156,76,71,0.35,21996,2243629,6855
2/16/21,Epcot,0,0,102,29467,76,71,0.35,23868,2434564,6856
2/16/21,Universal Studios,0,0,115,43280,76,71,0.35,35057,4031532,6857
2/16/21,Islands of Adventure,0,0,115,27262,76,71,0.35,22082,2539455,6858
2/17/21,Magic Kingdom,0,0,109,61477,68,64,0.02,49796,5427804,6859
2/17/21,Hollywood Studios,0,0,102,39467,68,64,0.02,31968,3260764,6860
2/17/21,Animal Kingdom,0,0,102,32138,68,64,0.02,26032,2655242,6861
2/17/21,Epcot,0,0,102,29127,68,64,0.02,23593,2406473,6862
2/17/21,Universal Studios,0,0,115,42772,68,64,0.02,34645,3984212,6863
2/17/21,Islands of Adventure,0,0,115,33002,68,64,0.02,26732,3074136,6864
2/18/21,Magic Kingdom,0,0,109,62733,87,73,0.0,56460,6154107,6865
2/18/21,Hollywood Studios,0,0,102,30286,87,73,0.0,27257,2780255,6866
2/18/21,Animal Kingdom,0,0,102,25526,87,73,0.0,22973,2343287,6867
2/18/21,Epcot,0,0,102,27833,87,73,0.0,25050,2555069,6868
2/18/21,Universal Studios,0,0,115,42756,87,73,0.0,38480,4425246,6869
2/18/21,Islands of Adventure,0,0,115,39046,87,73,0.0,35141,4041261,6870
2/19/21,Magic Kingdom,0,0,109,63920,87,73,0.02,51775,5643497,6871
2/19/21,Hollywood Studios,0,0,102,32969,87,73,0.02,26705,2723899,6872
2/19/21,Animal Kingdom,0,0,102,27111,87,73,0.02,21960,2239911,6873
2/19/21,Epcot,0,0,102,27084,87,73,0.02,21938,2237680,6874
2/19/21,Universal Studios,0,0,115,38257,87,73,0.02,30988,3563640,6875
2/19/21,Islands of Adventure,0,0,115,33591,87,73,0.02,27209,3129002,6876
2/20/21,Magic Kingdom,1,0,109,88627,67,57,0.0,79764,8694309,6877
2/20/21,Hollywood Studios,1,0,102,44895,67,57,0.0,40406,4121361,6878
2/20/21,Animal Kingdom,1,0,102,38440,67,57,0.0,34596,3528792,6879
2/20/21,Epcot,1,0,102,44276,67,57,0.0,39848,4064537,6880
2/20/21,Universal Studios,1,0,115,47743,67,57,0.0,42969,4941401,6881
2/20/21,Islands of Adventure,1,0,115,36519,67,57,0.0,32867,3779717,6882
2/21/21,Magic Kingdom,1,0,109,84735,73,59,0.0,76262,8312504,6883
2/21/21,Hollywood Studios,1,0,102,37398,73,59,0.0,33658,3433136,6884
2/21/21,Animal Kingdom,1,0,102,38323,73,59,0.0,34491,3518051,6885
2/21/21,Epcot,1,0,102,39724,73,59,0.0,35752,3646663,6886
2/21/21,Universal Studios,1,0,115,48599,73,59,0.0,43739,5029997,6887
2/21/21,Islands of Adventure,1,0,115,37787,73,59,0.0,34008,3910955,6888
2/22/21,Magic Kingdom,0,0,109,63940,82,66,0.0,57546,6272514,6889
2/22/21,Hollywood Studios,0,0,102,34745,82,66,0.0,31271,3189591,6890
2/22/21,Animal Kingdom,0,0,102,32097,82,66,0.0,28887,2946505,6891
2/22/21,Epcot,0,0,102,26634,82,66,0.0,23971,2445001,6892
2/22/21,Universal Studios,0,0,115,38964,82,66,0.0,35068,4032774,6893
2/22/21,Islands of Adventure,0,0,115,31199,82,66,0.0,28079,3229097,6894
2/23/21,Magic Kingdom,0,0,109,62674,76,70,0.0,56407,6148319,6895
2/23/21,Hollywood Studios,0,0,102,31639,76,70,0.0,28475,2904460,6896
2/23/21,Animal Kingdom,0,0,102,33634,76,70,0.0,30271,3087601,6897
2/23/21,Epcot,0,0,102,29836,76,70,0.0,26852,2738945,6898
2/23/21,Universal Studios,0,0,115,37203,76,70,0.0,33483,3850511,6899
2/23/21,Islands of Adventure,0,0,115,26185,76,70,0.0,23567,2710148,6900
2/24/21,Magic Kingdom,0,0,109,61725,81,65,0.0,55553,6055223,6901
2/24/21,Hollywood Studios,0,0,102,32315,81,65,0.0,29084,2966517,6902
2/24/21,Animal Kingdom,0,0,102,34450,81,65,0.0,31005,3162510,6903
2/24/21,Epcot,0,0,102,27584,81,65,0.0,24826,2532211,6904
2/24/21,Universal Studios,0,0,115,40535,81,65,0.0,36482,4195373,6905
2/24/21,Islands of Adventure,0,0,115,28187,81,65,0.0,25368,2917355,6906
2/25/21,Magic Kingdom,0,0,109,62832,81,69,0.0,56549,6163819,6907
2/25/21,Hollywood Studios,0,0,102,31817,81,69,0.0,28635,2920801,6908
2/25/21,Animal Kingdom,0,0,102,28974,81,69,0.0,26077,2659813,6909
2/25/21,Epcot,0,0,102,25679,81,69,0.0,23111,2357332,6910
2/25/21,Universal Studios,0,0,115,39230,81,69,0.0,35307,4060305,6911
2/25/21,Islands of Adventure,0,0,115,32274,81,69,0.0,29047,3340359,6912
2/26/21,Magic Kingdom,0,0,109,61335,83,69,0.0,55202,6016964,6913
2/26/21,Hollywood Studios,0,0,102,37679,83,69,0.0,33911,3458932,6914
2/26/21,Animal Kingdom,0,0,102,27212,83,69,0.0,24491,2498062,6915
2/26/21,Epcot,0,0,102,26486,83,69,0.0,23837,2431415,6916
2/26/21,Universal Studios,0,0,115,39367,83,69,0.0,35430,4074485,6917
2/26/21,Islands of Adventure,0,0,115,37537,83,69,0.0,33783,3885080,6918
2/27/21,Magic Kingdom,1,0,109,83608,87,73,0.0,75247,8201945,6919
2/27/21,Hollywood Studios,1,0,102,44411,87,73,0.0,39970,4076930,6920
2/27/21,Animal Kingdom,1,0,102,39748,87,73,0.0,35773,3648866,6921
2/27/21,Epcot,1,0,102,41272,87,73,0.0,37145,3788770,6922
2/27/21,Universal Studios,1,0,115,41950,87,73,0.0,37755,4341825,6923
2/27/21,Islands of Adventure,1,0,115,40772,87,73,0.0,36695,4219902,6924
2/28/21,Magic Kingdom,1,0,109,89336,88,75,0.0,80402,8763862,6925
2/28/21,Hollywood Studios,1,0,102,37253,88,75,0.0,33528,3419825,6926
2/28/21,Animal Kingdom,1,0,102,31436,88,75,0.0,28292,2885825,6927
2/28/21,Epcot,1,0,102,43267,88,75,0.0,38940,3971911,6928
2/28/21,Universal Studios,1,0,115,50724,88,75,0.0,45652,5249934,6929
2/28/21,Islands of Adventure,1,0,115,39705,88,75,0.0,35735,4109468,6930
3/1/21,Magic Kingdom,0,0,109,63828,87,77,0.0,57445,6261527,6931
3/1/21,Hollywood Studios,0,0,102,36501,87,77,0.0,32851,3350792,6932
3/1/21,Animal Kingdom,0,0,102,34268,87,77,0.0,30841,3145802,6933
3/1/21,Epcot,0,0,102,27215,87,77,0.0,24494,2498337,6934
3/1/21,Universal Studios,0,0,115,39795,87,77,0.0,35816,4118783,6935
3/1/21,Islands of Adventure,0,0,115,32020,87,77,0.0,28818,3314070,6936
3/2/21,Magic Kingdom,0,0,109,62824,82,73,0.05,50887,5546731,6937
3/2/21,Hollywood Studios,0,0,102,30570,82,73,0.05,24762,2525693,6938
3/2/21,Animal Kingdom,0,0,102,29219,82,73,0.05,23667,2414074,6939
3/2/21,Epcot,0,0,102,25505,82,73,0.05,20659,2107223,6940
3/2/21,Universal Studios,0,0,115,39254,82,73,0.05,31796,3656510,6941
3/2/21,Islands of Adventure,0,0,115,33438,82,73,0.05,27085,3114750,6942
3/3/21,Magic Kingdom,0,0,109,60759,75,69,0.47,49215,5364412,6943
3/3/21,Hollywood Studios,0,0,102,31739,75,69,0.47,25709,2622276,6944
3/3/21,Animal Kingdom,0,0,102,33224,75,69,0.47,26911,2744967,6945
3/3/21,Epcot,0,0,102,26449,75,69,0.47,21424,2185216,6946
3/3/21,Universal Studios,0,0,115,40095,75,69,0.47,32477,3734849,6947
3/3/21,Islands of Adventure,0,0,115,34100,75,69,0.47,27621,3176415,6948
3/4/21,Magic Kingdom,0,0,109,64009,74,62,0.0,57608,6279283,6949
3/4/21,Hollywood Studios,0,0,102,37933,74,62,0.0,34140,3482249,6950
3/4/21,Animal Kingdom,0,0,102,28830,74,62,0.0,25947,2646594,6951
3/4/21,Epcot,0,0,102,28933,74,62,0.0,26040,2656049,6952
3/4/21,Universal Studios,0,0,115,39427,74,62,0.0,35484,4080695,6953
3/4/21,Islands of Adventure,0,0,115,26409,74,62,0.0,23768,2733332,6954
3/5/21,Magic Kingdom,0,0,109,62963,77,63,0.0,56667,6176670,6955
3/5/21,Hollywood Studios,0,0,102,35049,77,63,0.0,31544,3217498,6956
3/5/21,Animal Kingdom,0,0,102,34158,77,63,0.0,30742,3135704,6957
3/5/21,Epcot,0,0,102,28018,77,63,0.0,25216,2572052,6958
3/5/21,Universal Studios,0,0,115,44149,77,63,0.0,39734,4569422,6959
3/5/21,Islands of Adventure,0,0,115,25900,77,63,0.0,23310,2680650,6960
3/6/21,Magic Kingdom,1,0,109,88794,70,63,0.0,79915,8710691,6961
3/6/21,Hollywood Studios,1,0,102,40459,70,63,0.0,36413,3714136,6962
3/6/21,Animal Kingdom,1,0,102,38654,70,63,0.0,34789,3548437,6963
3/6/21,Epcot,1,0,102,43531,70,63,0.0,39178,3996146,6964
3/6/21,Universal Studios,1,0,115,43289,70,63,0.0,38960,4480412,6965
3/6/21,Islands of Adventure,1,0,115,43822,70,63,0.0,39440,4535577,6966
3/7/21,Magic Kingdom,1,0,109,86103,69,60,0.0,77493,8446704,6967
3/7/21,Hollywood Studios,1,0,102,37543,69,60,0.0,33789,3446447,6968
3/7/21,Animal Kingdom,1,0,102,34902,69,60,0.0,31412,3204004,6969
3/7/21,Epcot,1,0,102,40392,69,60,0.0,36353,3707986,6970
3/7/21,Universal Studios,1,0,115,48308,69,60,0.0,43477,4999878,6971
3/7/21,Islands of Adventure,1,0,115,37158,69,60,0.0,33442,3845853,6972
3/8/21,Magic Kingdom,0,0,109,62413,71,56,0.0,56172,6122715,6973
3/8/21,Hollywood Studios,0,0,102,38370,71,56,0.0,34533,3522366,6974
3/8/21,Animal Kingdom,0,0,102,28017,71,56,0.0,25215,2571961,6975
3/8/21,Epcot,0,0,102,27357,71,56,0.0,24621,2511373,6976
3/8/21,Universal Studios,0,0,115,38913,71,56,0.0,35022,4027496,6977
3/8/21,Islands of Adventure,0,0,115,32957,71,56,0.0,29661,3411050,6978
3/9/21,Magic Kingdom,0,0,109,60392,75,61,0.0,54353,5924455,6979
3/9/21,Hollywood Studios,0,0,102,36593,75,61,0.0,32934,3359237,6980
3/9/21,Animal Kingdom,0,0,102,31166,75,61,0.0,28049,2861039,6981
3/9/21,Epcot,0,0,102,27601,75,61,0.0,24841,2533772,6982
3/9/21,Universal Studios,0,0,115,38162,75,61,0.0,34346,3949767,6983
3/9/21,Islands of Adventure,0,0,115,28551,75,61,0.0,25696,2955029,6984
3/10/21,Magic Kingdom,0,0,109,62060,76,64,0.0,55854,6088086,6985
3/10/21,Hollywood Studios,0,0,102,37232,76,64,0.0,33509,3417898,6986
3/10/21,Animal Kingdom,0,0,102,28557,76,64,0.0,25701,2621533,6987
3/10/21,Epcot,0,0,102,29629,76,64,0.0,26666,2719942,6988
3/10/21,Universal Studios,0,0,115,40434,76,64,0.0,36391,4184919,6989
3/10/21,Islands of Adventure,0,0,115,34072,76,64,0.0,30665,3526452,6990
3/11/21,Magic Kingdom,0,0,109,60568,79,66,0.0,54511,5941721,6991
3/11/21,Hollywood Studios,0,0,102,38497,79,66,0.0,34647,3534025,6992
3/11/21,Animal Kingdom,0,0,102,25738,79,66,0.0,23164,2362748,6993
3/11/21,Epcot,0,0,102,25099,79,66,0.0,22589,2304088,6994
3/11/21,Universal Studios,0,0,115,39393,79,66,0.0,35454,4077176,6995
3/11/21,Islands of Adventure,0,0,115,36937,79,66,0.0,33243,3822980,6996
3/12/21,Magic Kingdom,0,0,109,62516,81,68,0.0,56264,6132820,6997
3/12/21,Hollywood Studios,0,0,102,34428,81,68,0.0,30985,3160490,6998
3/12/21,Animal Kingdom,0,0,102,28669,81,68,0.0,25802,2631814,6999
3/12/21,Epcot,0,0,102,28281,81,68,0.0,25453,2596196,7000
3/12/21,Universal Studios,0,0,115,36087,81,68,0.0,32478,3735005,7001
3/12/21,Islands of Adventure,0,0,115,33826,81,68,0.0,30443,3500991,7002
3/13/21,Magic Kingdom,1,0,109,78940,82,68,0.0,71046,7744014,7003
3/13/21,Hollywood Studios,1,0,102,35226,82,68,0.0,31703,3233747,7004
3/13/21,Animal Kingdom,1,0,102,36914,82,68,0.0,33223,3388705,7005
3/13/21,Epcot,1,0,102,39069,82,68,0.0,35162,3586534,7006
3/13/21,Universal Studios,1,0,115,52176,82,68,0.0,46958,5400216,7007
3/13/21,Islands of Adventure,1,0,115,44532,82,68,0.0,40079,4609062,7008
3/14/21,Magic Kingdom,1,0,109,86833,83,69,0.0,78150,8518317,7009
3/14/21,Hollywood Studios,1,0,102,40649,83,69,0.0,36584,3731578,7010
3/14/21,Animal Kingdom,1,0,102,32655,83,69,0.0,29390,2997729,7011
3/14/21,Epcot,1,0,102,37300,83,69,0.0,33570,3424140,7012
3/14/21,Universal Studios,1,0,115,46060,83,69,0.0,41454,4767210,7013
3/14/21,Islands of Adventure,1,0,115,40208,83,69,0.0,36187,4161528,7014
3/15/21,Magic Kingdom,0,0,109,64234,84,71,0.0,57811,6301355,7015
3/15/21,Hollywood Studios,0,0,102,34450,84,71,0.0,31005,3162510,7016
3/15/21,Animal Kingdom,0,0,102,34967,84,71,0.0,31470,3209971,7017
3/15/21,Epcot,0,0,102,28334,84,71,0.0,25501,2601061,7018
3/15/21,Universal Studios,0,0,115,40234,84,71,0.0,36211,4164219,7019
3/15/21,Islands of Adventure,0,0,115,38737,84,71,0.0,34863,4009280,7020
3/16/21,Magic Kingdom,0,0,109,61231,86,72,0.0,55108,6006761,7021
3/16/21,Hollywood Studios,0,0,102,38218,86,72,0.0,34396,3508412,7022
3/16/21,Animal Kingdom,0,0,102,28432,86,72,0.0,25589,2610058,7023
3/16/21,Epcot,0,0,102,27207,86,72,0.0,24486,2497603,7024
3/16/21,Universal Studios,0,0,115,42078,86,72,0.0,37870,4355073,7025
3/16/21,Islands of Adventure,0,0,115,33920,86,72,0.0,30528,3510720,7026
3/17/21,Magic Kingdom,0,0,109,61541,88,75,0.0,55387,6037172,7027
3/17/21,Hollywood Studios,0,0,102,39221,88,75,0.0,35299,3600488,7028
3/17/21,Animal Kingdom,0,0,102,30824,88,75,0.0,27742,2829643,7029
3/17/21,Epcot,0,0,102,28539,88,75,0.0,25685,2619880,7030
3/17/21,Universal Studios,0,0,115,39833,88,75,0.0,35850,4122716,7031
3/17/21,Islands of Adventure,0,0,115,34007,88,75,0.0,30606,3519725,7032
3/18/21,Magic Kingdom,0,0,109,60018,89,76,0.0,54016,5887766,7033
3/18/21,Hollywood Studios,0,0,102,34787,89,76,0.0,31308,3193447,7034
3/18/21,Animal Kingdom,0,0,102,34066,89,76,0.0,30659,3127259,7035
3/18/21,Epcot,0,0,102,28925,89,76,0.0,26033,2655315,7036
3/18/21,Universal Studios,0,0,115,41306,89,76,0.0,37175,4275171,7037
3/18/21,Islands of Adventure,0,0,115,39859,89,76,0.0,35873,4125407,7038
3/19/21,Magic Kingdom,0,0,109,61013,75,70,0.0,54912,5985375,7039
3/19/21,Hollywood Studios,0,0,102,30564,75,70,0.0,27508,2805775,7040
3/19/21,Animal Kingdom,0,0,102,29853,75,70,0.0,26868,2740505,7041
3/19/21,Epcot,0,0,102,29058,75,70,0.0,26152,2667524,7042
3/19/21,Universal Studios,0,0,115,42877,75,70,0.0,38589,4437770,7043
3/19/21,Islands of Adventure,0,0,115,27039,75,70,0.0,24335,2798537,7044
3/20/21,Magic Kingdom,1,0,109,83828,69,60,0.0,75445,8223527,7045
3/20/21,Hollywood Studios,1,0,102,44472,69,60,0.0,40025,4082530,7046
3/20/21,Animal Kingdom,1,0,102,33088,69,60,0.0,29779,3037478,7047
3/20/21,Epcot,1,0,102,35701,69,60,0.0,32131,3277352,7048
3/20/21,Universal Studios,1,0,115,49217,69,60,0.0,44295,5093960,7049
3/20/21,Islands of Adventure,1,0,115,36654,69,60,0.0,32989,3793689,7050
3/21/21,Magic Kingdom,1,0,109,89598,62,55,0.0,80638,8789564,7051
3/21/21,Hollywood Studios,1,0,102,41936,62,55,0.0,37742,3849725,7052
3/21/21,Animal Kingdom,1,0,102,38173,62,55,0.0,34356,3504281,7053
3/21/21,Epcot,1,0,102,35855,62,55,0.0,32270,3291489,7054
3/21/21,Universal Studios,1,0,115,45535,62,55,0.0,40982,4712873,7055
3/21/21,Islands of Adventure,1,0,115,38865,62,55,0.0,34979,4022528,7056
3/22/21,Magic Kingdom,0,0,109,60409,74,61,0.03,48931,5333511,7057
3/22/21,Hollywood Studios,0,0,102,34713,74,61,0.03,28118,2867988,7058
3/22/21,Animal Kingdom,0,0,102,34315,74,61,0.03,27795,2835105,7059
3/22/21,Epcot,0,0,102,29485,74,61,0.03,23883,2436051,7060
3/22/21,Universal Studios,0,0,115,42831,74,61,0.03,34693,3989708,7061
3/22/21,Islands of Adventure,0,0,115,29142,74,61,0.03,23605,2714577,7062
3/23/21,Magic Kingdom,0,0,109,64113,80,65,0.0,57702,6289485,7063
3/23/21,Hollywood Studios,0,0,102,34011,80,65,0.0,30610,3122210,7064
3/23/21,Animal Kingdom,0,0,102,29463,80,65,0.0,26517,2704703,7065
3/23/21,Epcot,0,0,102,27919,80,65,0.0,25127,2562964,7066
3/23/21,Universal Studios,0,0,115,44016,80,65,0.0,39614,4555656,7067
3/23/21,Islands of Adventure,0,0,115,29977,80,65,0.0,26979,3102620,7068
3/24/21,Magic Kingdom,0,0,109,63271,84,69,0.0,56944,6206885,7069
3/24/21,Hollywood Studios,0,0,102,31332,84,69,0.0,28199,2876278,7070
3/24/21,Animal Kingdom,0,0,102,30564,84,69,0.0,27508,2805775,7071
3/24/21,Epcot,0,0,102,27418,84,69,0.0,24676,2516972,7072
3/24/21,Universal Studios,0,0,115,39832,84,69,0.0,35849,4122612,7073
3/24/21,Islands of Adventure,0,0,115,31535,84,69,0.0,28382,3263873,7074
3/25/21,Magic Kingdom,0,0,109,60017,91,75,0.0,54015,5887668,7075
3/25/21,Hollywood Studios,0,0,102,35777,91,75,0.0,32199,3284329,7076
3/25/21,Animal Kingdom,0,0,102,33533,91,75,0.0,30180,3078329,7077
3/25/21,Epcot,0,0,102,27786,91,75,0.0,25007,2550755,7078
3/25/21,Universal Studios,0,0,115,39836,91,75,0.0,35852,4123026,7079
3/25/21,Islands of Adventure,0,0,115,32475,91,75,0.0,29228,3361163,7080
3/26/21,Magic Kingdom,0,0,109,63330,89,78,0.0,56997,6212673,7081
3/26/21,Hollywood Studios,0,0,102,30471,89,78,0.0,27424,2797238,7082
3/26/21,Animal Kingdom,0,0,102,32273,89,78,0.0,29046,2962661,7083
3/26/21,Epcot,0,0,102,28263,89,78,0.0,25437,2594543,7084
3/26/21,Universal Studios,0,0,115,37168,89,78,0.0,33451,3846888,7085
3/26/21,Islands of Adventure,0,0,115,37050,89,78,0.0,33345,3834675,7086
3/27/21,Magic Kingdom,1,0,109,87431,90,78,0.0,78688,8576981,7087
3/27/21,Hollywood Studios,1,0,102,41290,90,78,0.0,37161,3790422,7088
3/27/21,Animal Kingdom,1,0,102,34440,90,78,0.0,30996,3161592,7089
3/27/21,Epcot,1,0,102,40185,90,78,0.0,36167,3688983,7090
3/27/21,Universal Studios,1,0,115,52391,90,78,0.0,47152,5422469,7091
3/27/21,Islands of Adventure,1,0,115,44466,90,78,0.0,40019,4602231,7092
3/28/21,Magic Kingdom,1,0,109,79039,90,77,0.0,71135,7753726,7093
3/28/21,Hollywood Studios,1,0,102,44757,90,77,0.0,40281,4108693,7094
3/28/21,Animal Kingdom,1,0,102,39148,90,77,0.0,35233,3593786,7095
3/28/21,Epcot,1,0,102,39595,90,77,0.0,35636,3634821,7096
3/28/21,Universal Studios,1,0,115,49470,90,77,0.0,44523,5120145,7097
3/28/21,Islands of Adventure,1,0,115,41599,90,77,0.0,37439,4305497,7098
3/29/21,Magic Kingdom,0,0,109,61531,82,75,0.0,55378,6036191,7099
3/29/21,Hollywood Studios,0,0,102,31672,82,75,0.0,28505,2907490,7100
3/29/21,Animal Kingdom,0,0,102,30601,82,75,0.0,27541,2809172,7101
3/29/21,Epcot,0,0,102,29782,82,75,0.0,26804,2733988,7102
3/29/21,Universal Studios,0,0,115,36844,82,75,0.0,33160,3813354,7103
3/29/21,Islands of Adventure,0,0,115,27881,82,75,0.0,25093,2885684,7104
3/30/21,Magic Kingdom,0,0,109,61942,87,74,0.0,55748,6076510,7105
3/30/21,Hollywood Studios,0,0,102,34280,87,74,0.0,30852,3146904,7106
3/30/21,Animal Kingdom,0,0,102,30123,87,74,0.0,27111,2765291,7107
3/30/21,Epcot,0,0,102,27991,87,74,0.0,25192,2569574,7108
3/30/21,Universal Studios,0,0,115,36861,87,74,0.0,33175,3815114,7109
3/30/21,Islands of Adventure,0,0,115,28645,87,74,0.0,25781,2964758,7110
3/31/21,Magic Kingdom,0,0,109,60355,89,77,1.48,43456,4736660,7111
3/31/21,Hollywood Studios,0,0,102,33185,89,77,1.48,23893,2437106,7112
3/31/21,Animal Kingdom,0,0,102,33796,89,77,1.48,24333,2481978,7113
3/31/21,Epcot,0,0,102,25787,89,77,1.48,18567,1893797,7114
3/31/21,Universal Studios,0,0,115,42892,89,77,1.48,30882,3551458,7115
3/31/21,Islands of Adventure,0,0,115,34767,89,77,1.48,25032,2878708,7116
4/1/21,Magic Kingdom,0,0,109,63264,77,71,0.0,56938,6206198,7117
4/1/21,Hollywood Studios,0,0,102,34847,77,71,0.0,31362,3198955,7118
4/1/21,Animal Kingdom,0,0,102,31811,77,71,0.0,28630,2920250,7119
4/1/21,Epcot,0,0,102,29354,77,71,0.0,26419,2694697,7120
4/1/21,Universal Studios,0,0,115,38659,77,71,0.0,34793,4001207,7121
4/1/21,Islands of Adventure,0,0,115,29098,77,71,0.0,26188,3011643,7122
4/2/21,Magic Kingdom,0,0,109,64947,66,57,0.0,58452,6371301,7123
4/2/21,Hollywood Studios,0,0,102,37819,66,57,0.0,34037,3471784,7124
4/2/21,Animal Kingdom,0,0,102,32360,66,57,0.0,29124,2970648,7125
4/2/21,Epcot,0,0,102,27449,66,57,0.0,24704,2519818,7126
4/2/21,Universal Studios,0,0,115,40875,66,57,0.0,36788,4230563,7127
4/2/21,Islands of Adventure,0,0,115,32443,66,57,0.0,29199,3357851,7128
4/3/21,Magic Kingdom,1,0,109,85154,72,57,0.0,76639,8353607,7129
4/3/21,Hollywood Studios,1,0,102,39767,72,57,0.0,35790,3650611,7130
4/3/21,Animal Kingdom,1,0,102,33514,72,57,0.0,30163,3076585,7131
4/3/21,Epcot,1,0,102,37819,72,57,0.0,34037,3471784,7132
4/3/21,Universal Studios,1,0,115,52789,72,57,0.0,47510,5463662,7133
4/3/21,Islands of Adventure,1,0,115,37758,72,57,0.0,33982,3907953,7134
4/4/21,Magic Kingdom,1,0,109,85570,75,63,0.0,77013,8394417,7135
4/4/21,Hollywood Studios,1,0,102,44066,75,63,0.0,39659,4045259,7136
4/4/21,Animal Kingdom,1,0,102,30868,75,63,0.0,27781,2833682,7137
4/4/21,Epcot,1,0,102,42700,75,63,0.0,38430,3919860,7138
4/4/21,Universal Studios,1,0,115,51664,75,63,0.0,46498,5347224,7139
4/4/21,Islands of Adventure,1,0,115,44617,75,63,0.0,40155,4617860,7140
4/5/21,Magic Kingdom,0,0,109,63599,78,65,0.0,57239,6239062,7141
4/5/21,Hollywood Studios,0,0,102,32581,78,65,0.0,29323,2990936,7142
4/5/21,Animal Kingdom,0,0,102,33876,78,65,0.0,30488,3109817,7143
4/5/21,Epcot,0,0,102,28999,78,65,0.0,26099,2662108,7144
4/5/21,Universal Studios,0,0,115,39948,78,65,0.0,35953,4134618,7145
4/5/21,Islands of Adventure,0,0,115,32164,78,65,0.0,28948,3328974,7146
4/6/21,Magic Kingdom,0,0,109,62895,80,67,0.0,56606,6170000,7147
4/6/21,Hollywood Studios,0,0,102,33960,80,67,0.0,30564,3117528,7148
4/6/21,Animal Kingdom,0,0,102,28773,80,67,0.0,25896,2641361,7149
4/6/21,Epcot,0,0,102,25984,80,67,0.0,23386,2385331,7150
4/6/21,Universal Studios,0,0,115,44921,80,67,0.0,40429,4649324,7151
4/6/21,Islands of Adventure,0,0,115,31097,80,67,0.0,27987,3218540,7152
4/7/21,Magic Kingdom,0,0,109,64189,82,69,0.0,57770,6296941,7153
4/7/21,Hollywood Studios,0,0,102,38140,82,69,0.0,34326,3501252,7154
4/7/21,Animal Kingdom,0,0,102,26884,82,69,0.0,24196,2467951,7155
4/7/21,Epcot,0,0,102,29697,82,69,0.0,26727,2726185,7156
4/7/21,Universal Studios,0,0,115,36487,82,69,0.0,32838,3776405,7157
4/7/21,Islands of Adventure,0,0,115,33531,82,69,0.0,30178,3470459,7158
4/8/21,Magic Kingdom,0,0,109,60674,83,71,0.0,54607,5952119,7159
4/8/21,Hollywood Studios,0,0,102,32605,83,71,0.0,29345,2993139,7160
4/8/21,Animal Kingdom,0,0,102,29041,83,71,0.0,26137,2665964,7161
